batches,device/batches_per_sec,device/items_per_sec,device/samples_per_sec,lengths,samples,step,time
1,,,,488,4,1,0.8565161000005901
2,,,,732,8,2,1.1358645000000251
3,,,,968,12,3,1.4079999000023236
4,,,,1232,16,4,1.76532330000191
5,,,,1476,20,5,2.0437594999966677
6,,,,1736,24,6,2.4301024000014877
7,,,,1940,28,7,2.7973440999994637
8,,,,2200,32,8,3.1167872000005445
9,,,,2436,36,9,3.3834089000010863
10,,,,2660,40,10,3.6663799000016297
11,,,,2904,44,11,3.9347680999999284
12,,,,3136,48,12,4.209063000002061
13,,,,3448,52,13,4.531353500002297
14,,,,3684,56,14,4.812961900002847
15,,,,3972,60,15,5.136588200002734
16,,,,4200,64,16,5.412020600000687
17,,,,4420,68,17,5.700150700002268
18,,,,4664,72,18,5.972899599997618
19,,,,4892,76,19,6.247302900002978
20,,,,5116,80,20,6.513302500003192
21,,,,5368,84,21,6.798257000002195
22,,,,5684,88,22,7.121170400001574
23,,,,5928,92,23,7.3909127000006265
24,,,,6168,96,24,7.677668700001959
25,,,,6384,100,25,7.946841099997982
26,,,,6620,104,26,8.214363799997955
27,,,,6848,108,27,8.486550499997975
28,,,,7072,112,28,8.767654600000242
29,,,,7268,116,29,9.039214700002049
30,,,,7504,120,30,9.304667700002028
31,,,,7700,124,31,9.57300530000066
32,,,,7948,128,32,9.865565699998115
33,,,,8192,132,33,10.137746599997627
34,,,,8512,136,34,10.460915199997544
35,,,,8696,140,35,10.736104600000544
36,,,,8968,144,36,11.06370600000082
37,,,,9200,148,37,11.333955200003402
38,,,,9400,152,38,11.603616300002614
39,,,,9628,156,39,11.884381999996549
40,,,,9860,160,40,12.154450299996824
41,,,,10136,164,41,12.475939299998572
42,,,,10432,168,42,12.812426399999822
43,,,,10692,172,43,13.137095500002033
44,,,,10944,176,44,13.406463699997403
45,,,,11192,180,45,13.677731199997652
46,,,,11428,184,46,13.961303900003259
47,,,,11736,188,47,14.289733799996611
48,,,,12060,192,48,14.6235239000016
49,,,,12332,196,49,14.955894699996861
50,3.3966101941165654,840.9729566331056,13.586440776466262,12620,200,50,15.282663700003468
51,3.38461688723728,839.3849880348454,13.53846754894912,12884,204,51,15.613130799996725
52,3.382859664518266,836.7399823257425,13.531438658073064,13088,208,52,15.89278639999975
53,3.403510808919112,837.6804154196834,13.614043235676448,13292,212,53,16.162221899998258
54,3.4059071205081217,834.6557694502352,13.623628482032487,13484,216,54,16.43052880000323
55,3.4336526819530064,836.4097635059405,13.734610727812026,13672,220,55,16.70061970000097
56,3.4541750144611383,842.2547565873813,13.816700057844553,13888,224,56,16.983075800002553
57,3.466601964309928,843.3039880525376,13.866407857239713,14120,228,57,17.25166639999952
58,3.4669438051917267,841.1230195126377,13.867775220766907,14324,232,58,17.516894400003366
59,3.4665941898508277,842.170147673148,13.86637675940331,14564,236,59,17.80129080000188
60,3.467459772370954,839.8329097652752,13.869839089483817,14772,240,60,18.06615050000255
61,3.454523712196388,842.9037857759187,13.818094848785552,15092,244,61,18.39336280000134
62,3.466451827773848,838.1739031727459,13.865807311095391,15296,248,62,18.666844899998978
63,3.466881254825694,838.8437583104782,13.867525019302777,15540,252,63,18.946702399996866
64,3.4792698887056033,839.5691257970418,13.917079554822413,15796,256,64,19.220002699999895
65,3.481753398790671,838.178838614995,13.927013595162684,15996,260,65,19.485389499997837
66,3.483296374730247,838.8346371799371,13.933185498920988,16220,264,66,19.767285599999013
67,3.484104841776449,838.4604958005691,13.936419367105795,16456,268,67,20.03677030000108
68,3.4859383719959336,840.0400060515915,13.943753487983734,16700,272,68,20.303776300002937
69,3.484413521436622,839.3881062660793,13.937654085746487,16920,276,69,20.57592730000033
70,3.4840409770159937,839.2983610754447,13.936163908063975,17172,280,70,20.86238549999689
71,3.496652529654185,836.6276379115442,13.98661011861674,17408,284,71,21.134573099996487
72,3.5001708083354246,832.8977882692052,14.000683233341698,17588,288,72,21.390229500000714
73,3.502661497338498,834.3482652435704,14.010645989353993,17840,292,73,21.667030800002976
74,3.4993238306551135,833.8388785046757,13.997295322620454,18060,296,74,21.949546299998474
75,3.48619060139398,832.4169395165218,13.94476240557592,18320,300,75,22.26982020000287
76,3.487804492983572,832.2328598359984,13.951217971934287,18540,304,76,22.535503099999914
77,3.474672417812216,831.6522064510544,13.898689671248864,18800,308,77,22.869703399999707
78,3.4745524769329967,835.3107791483817,13.898209907731987,19048,312,78,23.14175029999751
79,3.473574878357806,834.7921993375822,13.894299513431225,19280,316,79,23.411172300002363
80,3.4728462123630384,837.7355557169615,13.891384849452153,19520,320,80,23.682469699997455
81,3.4746068040973217,836.7420467009877,13.898427216389287,19748,324,81,23.967880800002604
82,3.4761184455424594,834.552191701255,13.904473782169838,19956,328,82,24.23392910000257
