batches,device/batches_per_sec,device/items_per_sec,device/samples_per_sec,lengths,samples,step,time
1,,,,228,4,1,0.7544046000111848
2,,,,408,8,2,1.0383798999828286
3,,,,604,12,3,1.3307093000039458
4,,,,772,16,4,1.5918684999924153
5,,,,956,20,5,1.849474199989345
6,,,,1104,24,6,2.117382299969904
7,,,,1292,28,7,2.3931619999930263
8,,,,1496,32,8,2.6637914999737404
9,,,,1692,36,9,2.939184499962721
10,,,,1896,40,10,3.215482499974314
11,,,,2044,44,11,3.483559599961154
12,,,,2200,48,12,3.7474899999797344
13,,,,2352,52,13,4.008332400000654
14,,,,2572,56,14,4.28099449997535
15,,,,2800,60,15,4.569678100000601
16,,,,2964,64,16,4.838089899974875
17,,,,3120,68,17,5.1019186999765225
18,,,,3300,72,18,5.36877999996068
19,,,,3472,76,19,5.634185999981128
20,,,,3644,80,20,5.903793399978895
21,,,,3820,84,21,6.157745799981058
22,,,,4044,88,22,6.441858000005595
23,,,,4200,92,23,6.70042020000983
24,,,,4396,96,24,6.968467800004873
25,,,,4576,100,25,7.222698799974751
26,,,,4744,104,26,7.500014699995518
27,,,,4956,108,27,7.770912699983455
28,,,,5132,112,28,8.025559399975464
29,,,,5284,116,29,8.281380800006445
30,,,,5440,120,30,8.55782069999259
31,,,,5608,124,31,8.8285756999976
32,,,,5756,128,32,9.093132000009064
33,,,,5960,132,33,9.365352499997243
34,,,,6140,136,34,9.629633500007913
35,,,,6316,140,35,9.889002899988554
36,,,,6488,144,36,10.152905499970075
37,,,,6660,148,37,10.43062399997143
38,,,,6836,152,38,10.684995999967214
39,,,,7032,156,39,10.959227299958002
40,,,,7188,160,40,11.218595599988475
41,,,,7352,164,41,11.494169599958695
42,,,,7540,168,42,11.764347599993926
43,,,,7760,172,43,12.031959199986886
44,,,,7932,176,44,12.299817499995697
45,,,,8120,180,45,12.582470299967099
46,,,,8316,184,46,12.856884200009517
47,,,,8468,188,47,13.118770800007042
48,,,,8664,192,48,13.412845099985134
49,,,,8828,196,49,13.670197399973404
50,3.719042688667454,666.0881354233792,14.876170754669817,9004,200,50,13.929838199983351
51,3.7245138547939116,667.3720743896029,14.898055419175646,9188,204,51,14.194459299964365
52,3.723619268863926,668.4276548760631,14.894477075455704,9400,208,52,14.489949400012847
53,3.723637888138511,669.6468789852358,14.894551552554043,9584,212,53,14.751042799965944
54,3.7206188801455173,667.2816065044655,14.88247552058207,9744,216,54,15.019326200010255
55,3.718802548011103,671.5094886694335,14.875210192044412,9952,220,55,15.29366669995943
56,3.7184568710558796,669.6257842897363,14.873827484223519,10116,224,56,15.57067129999632
57,3.716874898012846,669.0374816423123,14.867499592051384,10316,228,57,15.846909399959259
58,3.718070434652216,669.2526782373989,14.872281738608864,10512,232,58,16.118063399975654
59,3.7219300203250945,667.5167554819782,14.887720081300378,10684,236,59,16.380695100000594
60,3.7191974925011597,670.0627645673518,14.876789970004639,10872,240,60,16.65844480000669
61,3.7189719811161046,670.9329043482932,14.875887924464418,11040,244,61,16.923174099996686
62,3.720758021680147,673.0775327382208,14.883032086720588,11216,248,62,17.177691899996717
63,3.7193123616804025,671.2979291163567,14.87724944672161,11416,252,63,17.455472800007556
64,3.724562124334466,666.164539952393,14.898248497337864,11564,256,64,17.725586999964435
65,3.727048039511545,665.0879195405907,14.90819215804618,11708,260,65,17.985223900002893
66,3.7261368500553194,667.9670630793046,14.904547400221277,11904,264,66,18.25226769997971
67,3.725977019787019,667.9384110573301,14.903908079148076,12084,268,67,18.519693100010045
68,3.724016878728229,669.4110340375152,14.896067514912916,12280,272,68,18.792021100001875
69,3.723064624679867,673.1908688706861,14.892258498719467,12504,276,69,19.064993900014088
70,3.719933608147709,671.4100577644558,14.879734432590835,12664,280,70,19.330023899965454
71,3.7197206577946558,668.6387664052107,14.878882631178623,12852,284,71,19.614890199969523
72,3.715073992336816,673.262388815325,14.860295969347264,13080,288,72,19.889928699994925
73,3.713926489891707,674.2671439607475,14.855705959566828,13292,292,73,20.16205149999587
74,3.704172842926009,674.0082666842509,14.816691371704035,13492,296,74,20.451023200002965
75,3.707486208359952,675.519119759952,14.829944833439807,13672,300,75,20.716516999993473
76,3.7058024819900828,673.3972510130551,14.823209927960331,13860,304,76,20.993419900012668
77,3.7042296595183584,671.2971301331229,14.816918638073433,14012,308,77,21.253680899972096
78,3.6999294680321158,669.9137600077742,14.799717872128463,14156,312,78,21.524876499956008
79,3.7029624114906774,672.5788869850413,14.81184964596271,14340,316,79,21.790469200001098
80,3.706304644306716,674.3961675232383,14.825218577226863,14524,320,80,22.04929140000604
81,3.7079569798077068,675.3022058735505,14.831827919230827,14680,324,81,22.307956299977377
82,3.7080104611679965,671.9823039830982,14.832041844671986,14840,328,82,22.579986199969426
83,3.708237142736428,669.6016783455492,14.832948570945712,14988,332,83,22.84345939999912
84,3.7084815060911844,668.1321374647546,14.833926024364738,15144,336,84,23.101958099985495
85,3.7073389134275656,670.3474035299639,14.829355653710262,15348,340,85,23.36993290000828
86,3.707610342379277,671.3044685222234,14.830441369517107,15532,344,86,23.646683799976017
