batches,device/batches_per_sec,device/items_per_sec,device/samples_per_sec,lengths,samples,step,time
1,,,,488,4,1,0.8623945999999876
2,,,,732,8,2,1.1696354000000042
3,,,,968,12,3,1.4471299999999871
4,,,,1232,16,4,1.8079540999999892
5,,,,1476,20,5,2.0983310000000017
6,,,,1736,24,6,2.4849842000000137
7,,,,1940,28,7,2.845765099999994
8,,,,2200,32,8,3.188044899999994
9,,,,2436,36,9,3.4594370000000083
10,,,,2660,40,10,3.738339400000001
11,,,,2904,44,11,4.0298726000000045
12,,,,3136,48,12,4.298736300000002
13,,,,3448,52,13,4.629684700000013
14,,,,3684,56,14,4.897255199999989
15,,,,3972,60,15,5.234841999999986
16,,,,4200,64,16,5.5039783
17,,,,4420,68,17,5.778846899999991
18,,,,4664,72,18,6.063003299999991
19,,,,4892,76,19,6.3292405999999914
20,,,,5116,80,20,6.60294300000001
21,,,,5368,84,21,6.875100800000013
22,,,,5684,88,22,7.213022999999993
23,,,,5928,92,23,7.488731000000001
24,,,,6168,96,24,7.763031600000005
25,,,,6384,100,25,8.04251210000001
26,,,,6620,104,26,8.31941950000001
27,,,,6848,108,27,8.589717000000007
28,,,,7072,112,28,8.857262899999995
29,,,,7268,116,29,9.14674500000001
30,,,,7504,120,30,9.413256600000011
31,,,,7700,124,31,9.682518899999991
32,,,,7948,128,32,9.9803627
33,,,,8192,132,33,10.248815100000002
34,,,,8512,136,34,10.572169300000013
35,,,,8696,140,35,10.83195649999999
36,,,,8968,144,36,11.162085399999995
37,,,,9200,148,37,11.429462000000001
38,,,,9400,152,38,11.696777999999995
39,,,,9628,156,39,11.984480700000006
40,,,,9860,160,40,12.252878299999992
41,,,,10136,164,41,12.582191300000005
42,,,,10432,168,42,12.907429799999989
43,,,,10692,172,43,13.248654799999997
44,,,,10944,176,44,13.515750099999991
45,,,,11192,180,45,13.794822699999997
46,,,,11428,184,46,14.0823781
47,,,,11736,188,47,14.404258099999993
48,,,,12060,192,48,14.7434102
49,,,,12332,196,49,15.077321799999993
50,3.371006208134465,834.633618716068,13.48402483253786,12620,200,50,15.398113899999998
51,3.3647411779627876,834.4558121347712,13.45896471185115,12884,204,51,15.732419700000008
52,3.363185470906983,831.8736307631149,13.452741883627931,13088,208,52,16.01665059999999
53,3.383828642862276,832.836192508552,13.535314571449105,13292,212,53,16.288592800000004
54,3.388966023215674,830.5041634035472,13.555864092862697,13484,216,54,16.55701830000001
55,3.414732899941011,831.8010590550185,13.658931599764044,13672,220,55,16.834569200000004
56,3.4333625047693928,837.1799021833614,13.733450019077571,13888,224,56,17.117488500000007
57,3.4502948551569013,839.3370341524544,13.801179420627605,14120,228,57,17.389729700000004
58,3.4502041401294963,837.0617717930501,13.800816560517985,14324,232,58,17.66149519999999
59,3.4523021793333886,838.6980641384624,13.809208717333554,14564,236,59,17.931766699999997
60,3.4547851781790997,836.7630713189706,13.819140712716399,14772,240,60,18.213098900000006
61,3.441305486907366,839.6785388053972,13.765221947629463,15092,244,61,18.537518699999993
62,3.4560765259417208,835.6651975379083,13.824306103766883,15296,248,62,18.807611500000007
63,3.452682004274009,835.4081192382174,13.810728017096036,15540,252,63,19.0891211
64,3.4667964352248206,836.5592051040466,13.867185740899282,15796,256,64,19.368928299999993
65,3.467497143083104,834.7468632613937,13.869988572332415,15996,260,65,19.63520840000001
66,3.469249612212234,835.4519474307012,13.876998448848935,16220,264,66,19.902938699999993
67,3.4716002025855826,835.4512160997793,13.88640081034233,16456,268,67,20.177531799999997
68,3.471133877121164,836.4724249193205,13.884535508484657,16700,272,68,20.4456653
69,3.4716032770801397,836.3021445439585,13.886413108320559,16920,276,69,20.71745899999999
70,3.4726497823835722,836.5542455358304,13.890599129534289,17172,280,70,20.98536329999999
71,3.4853895953552265,833.9328084886669,13.941558381420906,17408,284,71,21.27170960000001
72,3.4904950578401044,830.5953545799106,13.961980231360418,17588,288,72,21.526854299999997
73,3.490346723136775,831.4148357643355,13.9613868925471,17840,292,73,21.801751499999995
74,3.489303390913585,831.4511508634085,13.95721356365434,18060,296,74,22.08542969999999
75,3.47885477520741,830.665323876055,13.91541910082964,18320,300,75,22.404514500000005
76,3.47793836870339,829.878681773062,13.91175347481356,18540,304,76,22.678523299999995
77,3.465040317229106,829.3467926625093,13.860161268916425,18800,308,77,22.998512500000004
78,3.466252540506683,833.3154066769127,13.865010162026731,19048,312,78,23.2830491
79,3.4647980968104517,832.6829058783649,13.859192387241807,19280,316,79,23.55549479999999
80,3.462634464166145,835.2722319682415,13.85053785666458,19520,320,80,23.83359390000001
81,3.465451208925839,834.5372299045898,13.861804835703357,19748,324,81,24.11993559999999
82,3.4633480554604716,831.4862556007549,13.853392221841887,19956,328,82,24.396974400000005
83,3.457534414145425,829.5260116876248,13.8301376565817,20268,332,83,24.744117899999992
84,3.4379842405187944,831.0099049939714,13.751936962075177,20540,336,84,25.084494199999995
85,3.4511949512483135,830.8223601005124,13.804779804993254,20764,340,85,25.3600663
86,3.4496041903032024,831.8474104616865,13.79841676121281,21016,344,86,25.6339902
87,3.4492460201613926,835.4214646382736,13.79698408064557,21268,348,87,25.902781199999993
88,3.451774007903623,834.6248662375945,13.807096031614492,21476,352,88,26.180079799999987
89,3.4491635665725275,833.7121078058166,13.79665426629011,21704,356,89,26.459221100000008
90,3.4489177588175077,834.4973254804157,13.795671035270031,21992,360,90,26.789546599999994
91,3.455205165393513,831.2236426460966,13.820820661574052,22220,364,91,27.088932099999994
92,3.4622500490403008,830.0921137984786,13.849000196161203,22440,368,92,27.40130099999999
93,3.4566094043576996,828.4575682607516,13.826437617430798,22688,372,93,27.6914912
94,3.4575495159723473,828.9651370131252,13.830198063889389,22940,376,94,27.966709400000013
95,3.455556483697655,828.2052111131686,13.82222593479062,23172,380,95,28.262438599999996
96,3.451388280787141,827.2062034604936,13.805553123148565,23480,384,96,28.601443700000004
97,3.45555246279692,826.7938178332876,13.82220985118768,23784,388,97,28.92348720000001
98,3.4561423192572773,826.370681886087,13.82456927702911,24048,392,98,29.25497870000001
99,3.4566015039673164,827.609160092746,13.826406015869265,24352,396,99,29.57388739999999
100,3.4726938362909046,828.9107573318045,13.890775345163618,24580,400,100,29.84250320000001
101,3.4750376873156092,832.5906622262296,13.900150749262437,24828,404,101,30.117217100000005
102,3.4730209038222224,833.2415050068173,13.89208361528889,25048,408,102,30.397347499999995
103,3.4719338047052677,836.9486143097678,13.88773521882107,25296,412,103,30.670190600000012
104,3.4726745902564695,839.9620253820342,13.890698361025878,25524,416,104,30.944730899999996
105,3.4575002830387347,845.0412936667732,13.830001132154939,25864,420,105,31.28957700000001
106,3.457813953505772,843.7066046554083,13.831255814023088,26076,424,106,31.560532599999988
107,3.4450895784809807,846.7889568005088,13.780358313923923,26368,428,107,31.884637700000013
108,3.4302927995024874,848.1923991586151,13.72117119800995,26680,432,108,32.216261599999996
109,3.4341514942291043,849.146520491425,13.736605976916417,26888,436,109,32.48154339999999
110,3.4313573866490814,848.1755238182382,13.725429546596326,27204,440,110,32.8175818
111,3.4164659434821756,851.1880864904164,13.665863773928702,27504,444,111,33.14991749999999
112,3.40511964881625,850.3070208758293,13.620478595265,27776,448,112,33.479217500000004
113,3.3945710251499164,847.9499866905097,13.578284100599666,28036,452,113,33.803741900000006
114,3.3821399830880625,849.8144381995965,13.52855993235225,28308,456,114,34.12307709999999
115,3.364740346180551,848.4639126001406,13.458961384722205,28576,460,115,34.46572660000001
116,3.353612628900295,848.3955540377154,13.41445051560118,28852,464,116,34.78864089999999
117,3.341407218784342,847.4899778582,13.365628875137368,29128,468,117,35.11014549999999
118,3.337700089500766,848.7294513301947,13.350800358003063,29380,472,118,35.3982268
119,3.3374076042110294,846.747986439827,13.349630416844118,29604,476,119,35.66741769999999
120,3.341958450671882,847.35697532954,13.367833802687528,29832,480,120,35.93377100000001
121,3.3345222379560218,850.3712221530295,13.338088951824087,30084,484,121,36.22161310000001
122,3.335765037969172,849.0543174194187,13.343060151876688,30312,488,122,36.49103550000001
123,3.3371883079741487,849.1441596698303,13.348753231896595,30528,492,123,36.76844890000001
124,3.3372149001986813,849.4233517403663,13.348859600794725,30792,496,124,37.087416700000006
125,3.335976402473921,846.9295193219505,13.343905609895684,30980,500,125,37.36687660000001
126,3.347281340827456,848.1601046472183,13.389125363309825,31216,504,126,37.6372581
127,3.350283374146963,847.2798280087585,13.401133496587851,31440,508,127,37.908677600000004
128,3.3357926521392365,847.6997980497505,13.343170608556946,31732,512,128,38.244657200000006
129,3.33630357404789,848.101986088582,13.34521429619156,31976,516,129,38.52050679999999
130,3.3388141898867167,847.6499698406277,13.355256759546867,32188,520,130,38.79580469999999
131,3.338421155305063,849.7303805911172,13.353684621220252,32428,524,131,39.0745713
132,3.352020413886407,846.624584535881,13.408081655545628,32644,528,132,39.36216730000001
133,3.367697432481911,848.3848389093206,13.470789729927644,32884,532,133,39.63449489999999
134,3.367209962329098,846.6127905284588,13.468839849316392,33084,536,134,39.9121734
135,3.364233289722801,843.1180570978775,13.456933158891204,33296,540,135,40.198972999999995
136,3.352401519510882,841.5211977547724,13.409606078043527,33568,544,136,40.51916879999999
137,3.354184128389517,843.6115346586205,13.416736513558067,33800,548,137,40.788699399999985
138,3.355984631508091,844.3383374945254,13.423938526032364,34032,552,138,41.06000310000002
139,3.354134948129806,842.503937583299,13.416539792519224,34300,556,139,41.39838040000001
140,3.3480347131891754,846.4378372854593,13.392138852756702,34608,560,140,41.724383699999976
141,3.3560025139061453,848.7261867821419,13.424010055624581,34832,564,141,42.002005199999985
142,3.3582289813365467,847.0961267208106,13.432915925346187,35048,568,142,42.2825153
143,3.3597559857224133,846.932774196801,13.439023942889653,35292,572,143,42.55110189999999
144,3.3651577214742296,849.1185728225995,13.460630885896919,35536,576,144,42.82342030000001
145,3.366203740374455,850.4816797109338,13.46481496149782,35860,580,145,43.15790070000003
146,3.360940418016483,848.0544352725673,13.443761672065932,36148,584,146,43.50274000000002
147,3.37265966929723,846.0557684694194,13.49063867718892,36340,588,147,43.783571800000004
148,3.370543282807483,843.5988330683871,13.482173131229931,36616,592,148,44.111603100000025
149,3.3670142872998223,842.9904342162085,13.46805714919929,36848,596,149,44.395456000000024
150,3.3530871911405513,845.7991363774942,13.412348764562205,37188,600,150,44.73061580000001
151,3.355778216234176,846.7518748065173,13.423112864936703,37412,604,151,44.99902759999998
152,3.3534217668978106,845.8835314052436,13.413687067591242,37656,608,152,45.2821313
153,3.3416269331311836,845.090631742074,13.366507732524735,37916,612,153,45.60824689999998
154,3.3469377930355093,843.9747626683011,13.387751172142037,38220,616,154,45.92982519999998
155,3.331603347301311,844.1874930631241,13.326413389205245,38492,620,155,46.26816580000002
156,3.344756290408078,844.516833161811,13.379025161632311,38740,624,156,46.534434499999975
157,3.357767303477741,841.4976017695236,13.431069213910964,38960,628,157,46.809291900000005
158,3.3448156074830258,843.7126716018408,13.379262429932103,39248,632,158,47.13108039999997
159,3.355648464102235,842.3362471113774,13.42259385640894,39504,636,159,47.4198265
160,3.3536910823294015,843.4875285434192,13.414764329317606,39828,640,160,47.76068479999998
161,3.3667898801826794,842.9342500016554,13.467159520730718,40044,644,161,48.033140300000014
162,3.375066815130114,844.4554929284734,13.500267260520456,40296,648,162,48.321973000000014
163,3.3742571039302107,845.6301476788366,13.497028415720843,40588,652,163,48.64479210000002
164,3.3912618532387806,845.4623428401009,13.565047412955122,40792,656,164,48.91462560000002
165,3.3908146540158746,845.9044557283684,13.563258616063498,41076,660,165,49.23944549999999
166,3.3871530056161387,845.8204934024301,13.548612022464555,41364,664,166,49.576572
167,3.39271500862272,842.7781037746071,13.57086003449088,41552,668,167,49.84093710000002
168,3.391105639266106,844.3160979397244,13.564422557064423,41804,672,168,50.11698230000002
169,3.3853569425362973,841.7793670992296,13.541427770145189,42016,676,169,50.407872499999996
170,3.3879529661137604,841.0420383634241,13.551811864455042,42248,680,170,50.6846238
171,3.3754916394961976,841.530732001746,13.50196655798479,42528,684,171,51.00743940000001
172,3.362406668511552,841.836836924484,13.449626674046208,42796,688,172,51.341344100000015
173,3.37346580369006,841.8518336228991,13.49386321476024,43020,692,173,51.61253799999997
174,3.37585214517181,846.5810440790042,13.50340858068724,43268,696,174,51.881730300000015
175,3.363210701588194,846.1563577383521,13.452842806352775,43544,700,175,52.20666940000001
176,3.360875940295068,845.2945936366616,13.443503761180272,43764,704,176,52.4882101
177,3.3753797500264096,845.0848729249794,13.501519000105638,44000,708,177,52.761542299999974
178,3.375795117730814,844.3621421001808,13.503180470923256,44232,712,178,53.03560570000002
179,3.362330436989866,845.1114624891263,13.449321747959464,44504,716,179,53.36903030000002
180,3.3522811791105784,844.5012015294078,13.409124716442314,44772,720,180,53.691483600000026
181,3.355390598314701,848.0236157046788,13.421562393258805,45028,724,181,53.96553419999998
182,3.3542719538690955,845.2765323750122,13.417087815476382,45232,728,182,54.24273199999999
183,3.338823608565536,845.4719047975749,13.355294434262143,45492,732,183,54.588001099999985
184,3.3429068500302477,848.1432236648171,13.37162740012099,45728,736,184,54.85687469999999
185,3.3549464920268672,848.4591210040192,13.419785968107469,45960,740,185,55.12446879999999
186,3.3521513762055624,848.2995319377342,13.40860550482225,46200,744,186,55.4061777
187,3.353072230876076,846.3428030913328,13.412288923504304,46400,748,187,55.67346700000002
188,3.3690807700329817,847.083165036864,13.476323080131927,46620,752,188,55.94240689999998
189,3.3807675022523225,844.5019230116005,13.52307000900929,46848,756,189,56.21813400000002
190,3.379810277040151,845.6423264594335,13.519241108160603,47092,760,190,56.49986039999999
191,3.38150027436734,844.6849664950254,13.52600109746936,47288,764,191,56.773124800000005
192,3.3803781713224796,841.6451773496786,13.521512685289919,47492,768,192,57.04652149999998
193,3.3796954902640106,841.4752036983863,13.518781961056042,47736,772,193,57.3217679
194,3.379818226616147,840.953955487838,13.519272906464588,48052,776,194,57.65572179999998
195,3.3970412838059576,842.1889288913219,13.58816513522383,48296,780,195,57.927056900000025
196,3.3994422167460265,844.1716917013398,13.597768866984106,48508,784,196,58.19770119999998
197,3.398417890825339,842.8076369246841,13.593671563301356,48768,788,197,58.53007710000003
198,3.4014334084652207,842.1671451326541,13.605733633860883,48980,792,198,58.80114739999999
199,3.404911143771084,837.7471173327385,13.619644575084337,49244,796,199,59.121593399999995
200,3.375487035419057,846.2139335324019,13.501948141676229,49696,800,200,59.515451299999995
201,3.3738420913695193,845.8015561302689,13.495368365478077,49940,804,201,59.805632600000024
202,3.387652942505661,844.8391623963098,13.550611770022645,50136,808,202,60.07253850000001
203,3.3826531526589627,844.972950786647,13.53061261063585,50460,812,203,60.41549600000002
204,3.386294121054085,845.8824498306531,13.54517648421634,50732,816,204,60.73826150000002
205,3.385243322274192,845.0672717971003,13.540973289096767,50972,820,205,61.00902180000003
206,3.3743091764771886,845.3677438864075,13.497236705908755,51236,824,206,61.33078280000001
207,3.366777735289948,846.7789553002718,13.467110941159792,51572,828,207,61.68505570000002
208,3.3698317981468566,846.4467300324799,13.479327192587427,51812,832,208,61.96061159999999
209,3.374055451251712,845.0287448522654,13.496221805006847,52100,836,209,62.28326770000001
210,3.3580722746245235,848.1531116480224,13.432289098498094,52420,840,210,62.624845300000004
211,3.3621479245320294,847.8101990921991,13.448591698128117,52652,844,211,62.89598969999997
212,3.3744021489074436,847.3192661256569,13.497608595629774,52892,848,212,63.165882899999986
213,3.3710399052696514,849.7772430589946,13.484159621078605,53144,852,213,63.45019960000002
214,3.3706503768958,848.3032744465103,13.4826015075832,53408,856,214,63.77669930000002
215,3.3734207477065947,848.4497407088994,13.493682990826379,53688,860,215,64.10188729999999
216,3.371367913541174,852.3368512846544,13.485471654164696,53940,864,216,64.37509690000002
217,3.368563790004396,850.8029686753961,13.474255160017584,54180,868,217,64.6632409
218,3.372623688065725,854.3062289035058,13.4904947522629,54428,872,218,64.93662060000003
219,3.371962466534391,854.9645241678219,13.487849866137564,54672,876,219,65.2162209
220,3.3820140901609084,853.0957990691597,13.528056360643633,54888,880,220,65.4958474
221,3.396672165208817,854.852268190921,13.586688660835268,55128,884,221,65.76722849999999
222,3.3850271420802285,856.8954422523093,13.540108568320914,55424,888,222,66.0880497
223,3.368959831451906,853.9281858496463,13.475839325807623,55688,892,223,66.4262789
224,3.3810279070043423,852.5710371213398,13.52411162801737,55900,896,224,66.69930340000002
225,3.3841288542007493,853.9054929252666,13.536515416802997,56128,900,225,66.96756420000003
226,3.3823525726908725,854.009510802683,13.52941029076349,56372,904,226,67.24850040000001
227,3.38006218721189,853.9830587282286,13.52024874884756,56612,908,227,67.53238040000002
228,3.3820017651564513,854.197017256658,13.528007060625805,56880,912,228,67.8574911
229,3.3811475438116023,853.7052533068804,13.52459017524641,57144,916,229,68.18360480000001
230,3.378045115502217,849.6128163969249,13.512180462008867,57352,920,230,68.4709651
231,3.377240538912204,850.2375364902235,13.508962155648817,57568,924,231,68.75161859999997
232,3.379895253183363,856.1481608675898,13.519581012733452,57904,928,232,69.0854918
233,3.3796291254313697,855.2530848030406,13.518516501725479,58128,932,233,69.35550699999999
234,3.376051849431866,852.1430464035371,13.504207397727464,58328,936,234,69.63846389999998
235,3.378267997710694,852.1508663613098,13.513071990842777,58560,940,235,69.9106516
236,3.3768567440060657,853.4488554647168,13.507426976024263,58784,944,236,70.18400259999999
237,3.371512153475632,853.749444904605,13.486048613902527,59028,948,237,70.4759449
238,3.3727874436933023,853.5217204448358,13.49114977477321,59248,952,238,70.74617669999998
239,3.3624172821331313,852.269849879459,13.449669128532525,59512,956,239,71.0727096
240,3.3629836390845913,855.1586967957961,13.451934556338365,59748,960,240,71.34351980000002
241,3.3579023280096987,855.5112788341445,13.431609312038795,59976,964,241,71.63896499999998
242,3.3585942805154563,855.4134004251612,13.434377122061825,60216,968,242,71.911205
243,3.360160604156317,853.069345218461,13.440642416625268,60492,972,243,72.23835810000003
244,3.3595317619011533,849.8929738882999,13.438127047604613,60692,976,244,72.51242280000002
245,3.35927636196238,850.9252694832054,13.43710544784952,60920,980,245,72.784176
246,3.3727041478031903,853.500641484889,13.490816591212761,61168,984,246,73.0584786
247,3.374001737032493,853.0027248644597,13.496006948129972,61368,988,247,73.3239615
248,3.3810294933964733,854.2274515969049,13.524117973585893,61624,992,248,73.61422060000001
249,3.406693819638647,847.0848469076994,13.626775278554588,61880,996,249,73.89889829999998
250,3.3976261036035735,845.9395604890531,13.590504414414294,62140,1000,250,74.22746669999998
251,3.393935233062952,844.466497173541,13.575740932251808,62328,1004,251,74.51005620000001
252,3.4108018549444097,842.5376663723905,13.643207419777639,62564,1008,252,74.78161929999999
253,3.4235938704338715,844.0206929559422,13.694375481735486,62812,1012,253,75.0507068
254,3.4093826753944936,844.9702695916475,13.637530701577974,63116,1016,254,75.38112510000002
255,3.40553434498415,844.0165119487248,13.6221373799366,63380,1020,255,75.71912689999999
256,3.408526684096345,844.7581235033881,13.63410673638538,63716,1024,256,76.0607683
257,3.398386283902113,845.8514105810239,13.593545135608451,64008,1028,257,76.37921970000002
258,3.3959842998517225,844.4218920284364,13.58393719940689,64284,1032,258,76.7120741
259,3.413379164566393,842.8956712500684,13.653516658265572,64520,1036,259,76.98012130000001
260,3.4141056142423567,842.7963573443989,13.656422456969427,64748,1040,260,77.24821120000001
261,3.411671389092919,839.4104136102903,13.646685556371676,64948,1044,261,77.52834469999999
262,3.4155966543380383,837.3091226920105,13.662386617352153,65156,1048,262,77.79615580000001
263,3.417035667583153,837.3829448232348,13.668142670332612,65416,1052,263,78.11661400000003
264,3.417144092256135,837.6884660445039,13.66857636902454,65700,1056,264,78.44134700000001
265,3.401018506482564,837.0670038404024,13.604074025930256,66000,1060,265,78.78254570000001
266,3.4027948862742865,836.6708732618898,13.611179545097146,66228,1064,266,79.06316850000002
267,3.401891537783697,837.0041710106174,13.607566151134789,66484,1068,267,79.340372
268,3.4008310853839903,835.3551621159531,13.603324341535961,66708,1072,268,79.62446369999998
269,3.402578136231442,836.8953407726804,13.610312544925767,66940,1076,269,79.89669229999998
270,3.391153163778759,835.7462368529041,13.564612655115036,67204,1080,270,80.21659060000002
271,3.3865452667134504,833.2283619489257,13.546181066853801,67480,1084,271,80.55707230000002
272,3.4012090881833963,835.7256616679202,13.604836352733585,67728,1088,272,80.83292039999998
273,3.4012549367393383,837.9581550268834,13.605019746957353,67972,1092,273,81.10575069999999
274,3.4008649093518564,837.3068217636898,13.603459637407425,68192,1096,274,81.37566370000002
275,3.4017246132867474,837.5184843814556,13.60689845314699,68436,1100,275,81.65295859999998
276,3.404910008089514,836.9129823965328,13.619640032358056,68656,1104,276,81.9233628
277,3.4192189496296175,835.9641431951596,13.67687579851847,68860,1108,277,82.1882493
278,3.414257745243693,839.2106180350008,13.657030980974772,69188,1112,278,82.53518680000002
279,3.4189322564320004,840.0804972947201,13.675729025728002,69392,1116,279,82.80292500000002
280,3.4216985111693914,839.9222386192947,13.686794044677566,69596,1120,280,83.0719919
281,3.437441149166036,834.5265287852891,13.749764596664145,69800,1124,281,83.34028130000002
282,3.422068883117872,834.7054549188736,13.688275532471488,70080,1128,282,83.67433039999997
283,3.4259732104416685,837.6154910426773,13.703892841766674,70308,1132,283,83.94096919999998
284,3.4256059923216813,836.6867860429771,13.702423969286725,70528,1136,284,84.21469009999998
285,3.4241131174915385,835.4836006679354,13.696452469966154,70740,1140,285,84.49427750000001
286,3.4245983433624314,835.0428776835578,13.698393373449726,70976,1144,286,84.7841922
287,3.4223580626757264,836.7316243031675,13.689432250702906,71228,1148,287,85.06379020000003
288,3.4358319846465637,837.7820520930029,13.743327938586255,71460,1152,288,85.33417530000003
289,3.419034574882478,836.756380040626,13.676138299529912,71740,1156,289,85.67505080000001
290,3.4237932824854345,839.8774541933658,13.695173129941738,71996,1160,290,85.9505767
291,3.425677839398418,837.5432758365929,13.702711357593673,72196,1164,291,86.2149435
292,3.425009753938497,837.6595283918153,13.700039015753989,72476,1168,292,86.5448867
293,3.4231295428116386,840.2735130803753,13.692518171246554,72720,1172,293,86.82680950000002
294,3.4231149314750415,842.2259921196552,13.692459725900166,72976,1176,294,87.09862379999998
295,3.4235067067229985,838.689275663324,13.694026826891994,73172,1180,295,87.3712883
296,3.4178428934665503,840.9288555843415,13.671371573866201,73424,1184,296,87.66048940000002
297,3.4234847251377793,841.7580401726524,13.693938900551117,73672,1188,297,87.92712219999999
298,3.4274745168144007,839.381514321894,13.709898067257603,73880,1192,298,88.1951388
299,3.4404649654994985,840.5968687134693,13.761859861997994,74112,1196,299,88.46972770000002
300,3.427444237091066,844.6901348390146,13.709776948364263,74404,1200,300,88.806423
301,3.4282452115495214,843.2083936652007,13.712980846198086,74616,1204,301,89.07464590000001
302,3.4151030745015984,841.3698839874141,13.660412298006394,74884,1208,302,89.39873640000002
303,3.415968659365942,839.3522991584887,13.663874637463769,75156,1212,303,89.72551900000002
304,3.432615213417881,838.9591795080111,13.730460853671524,75356,1216,304,89.99395729999998
305,3.4359515800935077,835.2868412668136,13.74380632037403,75628,1220,305,90.3217376
306,3.4439782570828776,831.3341800974749,13.77591302833151,75836,1224,306,90.60695179999999
307,3.4602719503992967,829.6178545569579,13.841087801597187,76032,1228,307,90.87281080000002
308,3.4603234127014604,828.5002913839497,13.841293650805842,76252,1232,308,91.14064739999998
309,3.460171473811102,826.7691350077629,13.840685895244407,76456,1236,309,91.40935910000002
310,3.4594977081851335,827.4553702026483,13.837990832740534,76668,1240,310,91.69225060000002
311,3.446893029712617,830.6308754050323,13.787572118850468,76964,1244,311,92.01185659999999
312,3.4603676675956816,831.335677202783,13.841470670382726,77188,1248,312,92.27695899999998
313,3.453489951404951,833.3482690900438,13.813959805619804,77524,1252,313,92.62989270000003
314,3.47113237717285,831.0882663059567,13.8845295086914,77732,1256,314,92.8989765
315,3.4608724636289954,831.174431673184,13.843489854515981,77996,1260,315,93.22144809999998
316,3.447671706733496,828.8484225575629,13.790686826933984,78264,1264,316,93.55286210000003
317,3.4336631004688334,831.0866198277625,13.734652401875334,78568,1268,317,93.89493770000001
318,3.420182182355709,833.1284597673008,13.680728729422835,78876,1272,318,94.22341449999999
319,3.432253614290896,834.3878582333297,13.729014457163585,79116,1276,319,94.49292489999999
320,3.437093432180218,832.1974791711449,13.748373728720871,79344,1280,320,94.8133039
321,1.0694108208102557,258.75376921482433,4.277643283241023,79584,1284,321,126.65254279999999
322,1.0677750072454526,259.1424568604678,4.27110002898181,79864,1288,322,126.99556799999999
323,1.0667218238769698,258.97393503755984,4.266887295507879,80088,1292,323,127.31078839999998
324,1.0665692864239205,258.7627689185218,4.266277145695682,80324,1296,324,127.5946528
325,1.0650089736786725,259.8621895775961,4.26003589471469,80612,1300,325,127.93236480000002
326,1.0646246985338632,260.3767834128534,4.258498794135453,80844,1304,326,128.2138582
327,1.0663051964588448,258.35051617060014,4.265220785835379,81060,1308,327,128.48825929999998
328,1.0660103245449513,258.62715792225265,4.264041298179805,81280,1312,328,128.7687087
329,1.0640295919397869,261.44727116234765,4.256118367759147,81636,1316,329,129.12334270000002
