batches,device/batches_per_sec,device/items_per_sec,device/samples_per_sec,lengths,samples,step,time
1,,,,488,4,1,0.8262157000062871
2,,,,732,8,2,1.1124759000013
3,,,,968,12,3,1.3852716000037617
4,,,,1232,16,4,1.7477830999996513
5,,,,1476,20,5,2.026258700003382
6,,,,1736,24,6,2.4133600999994087
7,,,,1940,28,7,2.78222800000367
8,,,,2200,32,8,3.1054285999998683
9,,,,2436,36,9,3.3786185999997542
10,,,,2660,40,10,3.6647621000010986
11,,,,2904,44,11,3.9425778000004357
12,,,,3136,48,12,4.217695500003174
13,,,,3448,52,13,4.546094299999822
14,,,,3684,56,14,4.830907300005492
15,,,,3972,60,15,5.155891900001734
16,,,,4200,64,16,5.432235300002503
17,,,,4420,68,17,5.717461000000185
18,,,,4664,72,18,5.98892909999995
19,,,,4892,76,19,6.264817499999481
20,,,,5116,80,20,6.538134300004458
21,,,,5368,84,21,6.823847800005751
22,,,,5684,88,22,7.153238800005056
23,,,,5928,92,23,7.425711300005787
24,,,,6168,96,24,7.718937800003914
25,,,,6384,100,25,7.995514000002004
26,,,,6620,104,26,8.267885500004923
27,,,,6848,108,27,8.539544200000819
28,,,,7072,112,28,8.823233300005086
29,,,,7268,116,29,9.097345500005758
30,,,,7504,120,30,9.3715136000028
31,,,,7700,124,31,9.642666100000497
32,,,,7948,128,32,9.944240299999365
33,,,,8192,132,33,10.21588320000592
34,,,,8512,136,34,10.54427580000629
35,,,,8696,140,35,10.814644199999748
36,,,,8968,144,36,11.14222940000036
37,,,,9200,148,37,11.413698600001226
38,,,,9400,152,38,11.687038399999437
39,,,,9628,156,39,11.971893600006297
40,,,,9860,160,40,12.243235400004778
41,,,,10136,164,41,12.56978220000019
42,,,,10432,168,42,12.911728200000653
43,,,,10692,172,43,13.237736400005815
44,,,,10944,176,44,13.514119800005574
45,,,,11192,180,45,13.8019798000023
46,,,,11428,184,46,14.078236600005766
47,,,,11736,188,47,14.409894100004749
48,,,,12060,192,48,14.763930100001744
49,,,,12332,196,49,15.091846700001042
50,3.357674532179526,831.3328045796329,13.430698128718104,12620,200,50,15.419649200004642
51,3.3467197113088596,829.9864884045971,13.386878845235438,12884,204,51,15.753678100001707
52,3.34370099004348,827.0542040678976,13.37480396017392,13088,208,52,16.039692000005743
53,3.363855770660979,827.9204202892124,13.455423082643916,13292,212,53,16.314400499999465
